Datetime,Tweet Id,Text,Username
2022-09-19 23:20:00+00:00,1572002597938003969,"Definition of a #pandemic is an epidemic of an infectious disease that has spread across a large region, for instance multiple continents or worldwide, affecting a substantial number of individuals.  #CovidIsNotOver 
#Covid19 #GetVaccinated",athletegirl2012
2022-09-19 23:17:00+00:00,1572001842501980160,"Stay up to date with everything you need to know about COVID-19 vaccines. 

➡️For more information please visit: https://t.co/mmUKwhkNaL
.
.
.
#COVID19 #GetVaxxed #GetVaccinated #HealthyBaltimore https://t.co/US3ia0qjng",BMore_Healthy
2022-09-19 23:06:00+00:00,1571999073821167617,"#AUBingwa at #UNGA  
Proudly #Bingwa. Good job @AU_YouthEnvoy @ChidoCleoMpemba’s team.

Stay tuned and look for our next discussion/session for Mobilization, Amplification and Commitment in the sidelines of #UNGA .
Be A Bingwa, #ShoutYourShot💉 #GetVaccinated💉
@PromesseCKaniki https://t.co/g5dG5Cwtx5",AfricaCDC
2022-09-19 22:55:49+00:00,1571996513211125760,@MyCatFluffy @NZStuff That's right Tim absolutely no human ever has died from safe and effective vaccines ... #GetVaccinated #maskup,Hun85658406Hunt
2022-09-19 22:20:36+00:00,1571987650503925760,"#AUBingwa at #UNGA 
Proudly #Bingwa. Good job @AU_YouthEnvoy @ChidoCleoMpemba’s team.

Stay tuned and look for our next discussion session for Mobilization, Amplification and Commitment in the sidelines of #UNGA.
Be A Bingwa, #ShoutYourShot💉 #GetVaccinated💉 https://t.co/Nc3aUE8IPC",PromesseCKaniki
2022-09-19 22:00:00+00:00,1571982464377311232,#CovidPrecautions #WearAMask #GetVaccinated #GetBoosters #COVIDVentilation https://t.co/I1Jlo2pcxs,Irishkatherine
2022-09-19 21:55:35+00:00,1571981354300231682,"This from the guy who gave #Afghanistan to the #Taliban.

#GetVaccinated https://t.co/lv6pn5FyzM",Mr_Don_Auto
2022-09-19 21:49:45+00:00,1571979885458989059,Covid-19 boosted and proud baby! #publichealth #prevention #GetVaccinated https://t.co/a37RC6dxLd,tiffmarcantonio
2022-09-19 21:33:14+00:00,1571975729478529025,"@RpsAgainstTrump Yes, the pandemic is over. As we have been told many times, Covid has gone from being a lethal pandemic to being endemic, just like the flu. Those who are not vaccinated will suffer the most, with only themselves to blame. #COVID19 #GetVaccinated #StopTrump",FGoldwyn
2022-09-19 21:30:23+00:00,1571975013909028864,"#CovidIsntOver 
#maskup 
#GetVaccinated https://t.co/kQAxk9gBCQ",Michelle_in_ON
2022-09-19 21:17:05+00:00,1571971666825121793,Again @CDCgov with the hand washing and NOT acknowledging that #MonkeyPoxIsAirborne. Hey CDC don’t take the 60 years it took to acknowledge Tuberculosis is airborne!! #CovidIsntOver #CovidisAirborne #GetVaccinated #GetBoosted #maskup😷#FilterIndoorAir #Ventilate #FF @jljcolorado https://t.co/nYHkU61KCe,acwzywabit
2022-09-19 21:03:26+00:00,1571968228611731456,@dianaberrent @kprather88 I’m team Moderna too! -I’m getting Moderna first time after all 4 Pfizer vax/boosters. A little nervous bc I have Long Covid since March 2020. My first Pfizer vax I felt better for 1 day-I was SO happy!Then back to lousy🥹#CovidIsNotOver #MaskUp 😷#FilterIndoorAir #GetVaccinated https://t.co/8BQuIV8GEk,acwzywabit
2022-09-19 21:01:54+00:00,1571967843385888768,Just got my autism topped off. #GetVaccinated,EricMGarcia
2022-09-19 20:57:19+00:00,1571966691051208706,"It’s a mixed bag. I didn’t trust them during TRUMP’s admin. 
In some regards, COVID is in a never-ending flux. So, I have to trust the science.
Is it the numbers that no longer deem it a pandemic?
@CDC Were mask mandates lifted too soon?
YES! #GetVaccinated https://t.co/YR27K1qFhW",mosaique813
2022-09-19 20:56:50+00:00,1571966568489439234,"⚠️In case you need a reminder...

if you get #COVID19, vaccine &amp; booster can be the difference between...

🛋️resting on the couch watching netflix for a couple days...

🏥or laying in a hospital on oxygen for a couple weeks.

Make the right choice.

#GetVaccinated 
#GetBoosted",BenWWeston
2022-09-19 20:20:56+00:00,1571957535678021641,Scheduled my COVID booster (with omicron protection) AND influenza vaccine for tomorrow morning - hope it won’t be too painful!!! :p #CovidVaccine #GetVaccinated,MarkFaberDO
2022-09-19 20:05:57+00:00,1571953763719548928,"Enjoy the rest of your Monday ... and stay safe.

#CoronavirusOutbreak #GetVaccinated",pghjoseph
2022-09-19 19:18:27+00:00,1571941808288198656,@CovidDataReport I’m literally scared to death of getting covid. The thought of getting long covid is absolutely terrifying.  And to think some people still refuse to #GetVaccinated and wear a mask!,RileySamson0
2022-09-19 18:55:03+00:00,1571935922211680256,"@PeterHotez Hundreds of Americans are losing their lives from Covid every day, largely due to antiscience disinformation in the right wing media sphere
Trolls like @kylamb8 happily mock their pain and the grief of their families 
#GetVaccinated",SteveShaver4
2022-09-19 18:40:34+00:00,1571932277965217793,"There’s Terrific News About the New Covid Boosters, but Few Are Hearing It https://t.co/4Z7PANDX5u #GetVaccinated",infoaesthete
2022-09-19 18:36:46+00:00,1571931319281799174,"@SilverFoxReturn @JoeTalkShow Yea.  Received my vaccines and boosts as fast as possible.  Looking forward to keeping my family and community safe, not to mention myself! now and into the future.  Do your part:  #GetVaccinated",ChrisJamesNYU
2022-09-19 18:14:22+00:00,1571925684859305984,@RepMTG Eating healthy and building muscle does not prevent you from contracting a virus. This is irresponsible! #GetVaccinated #GetBoosted,JulieEngbrecht
2022-09-19 18:01:33+00:00,1571922456298024962,TOMORROW! Get #VoteReady and #GetVaccinated! Gift cards will be available for people who receive the COVID-19 vaccine or booster with us. Excited for this! @OCACleveland @asiatowncle @GCRTA https://t.co/GE253hTQze,ASIAOHIO
2022-09-19 17:53:48+00:00,1571920508974731265,Have you gotten vaccinated yet? This week is a great one to #GetDiJook!!!  #VaccinateJa #GetVaccinated #GetBacktoLife https://t.co/kyYUr2aUeC,wrhagovjm
2022-09-19 17:26:55+00:00,1571913742899609600,"#Monkeypox It's been found in Missouri, now in Arkansas. AND #CovidIsNotOver #WearAMask #GetVaccinated #GetTheBoosters #EspeciallyTheOmicronBooster /1 https://t.co/NtQmrgfspz",SerenaShimAward
2022-09-19 17:22:32+00:00,1571912638879371264,I signed up for booster  #3. #GetVaccinated,isaac_capt
2022-09-19 17:15:00+00:00,1571910742160220160,"#FollowWhoKnowRoad and get tested if you feel sick.

#FWKR  
#GetVaccinated  
#YesToCOVID19Vaccine https://t.co/jBcKbUPMXl",BANigeria
2022-09-19 16:58:49+00:00,1571906669084278785,"I haven’t caught it yet and I’ll attempt to reduce the consequences if I do.
#Boosted #4Jabs 
#GetVaccinated #COVID19 https://t.co/WATHnETmWZ",MarkLaneF1
2022-09-19 16:53:55+00:00,1571905436718088200,"I got both my flu shot and my 2nd Pfizer booster in the same day, in the same arm! Easy peasy. I love keeping myself, my friends, family, and community safe ♥️ #getvaccinated 💉 https://t.co/9wVQLMd9Bq",amandarliving
2022-09-19 16:50:33+00:00,1571904590525730819,"#COVIDIsNotOver 
Please protect yourself and loved ones! #GetVaccinated #GetBoosted 
#GetChildrenVaccinated and boosted!
#BoostersSaveLives https://t.co/SQ79QAFEGq https://t.co/1BlPenPIfI",DixieT13
2022-09-19 16:50:02+00:00,1571904460569583617,"It’s #Monday and it’s cold in this room…  #INeedCoffee 

#StaySafe #GetVaccinated #GetBoosted #MaskTogetherAmerica #MaskWithUs #ElMagnifico https://t.co/fjAJzN2yP7",ElMagnifico5000
2022-09-19 16:40:35+00:00,1571902081098981377,"#Pandemicisover #PandemicIsNotOver #Pandemic #COVIID19 #WearAMask #Biden #GetVaccinated #GetBoosted 
1,053,419 Americans are dead from COVID-19

https://t.co/2yjYQtVK4E",SoapyFMF
2022-09-19 16:40:13+00:00,1571901990216806406,"Despite what POTUS said, the pandemic is NOT over. Every damn day 100s of people are still dying &amp; there are tens of 1000s of new cases 🙄. &lt;1/3 of the eligible population has been vaccinated…Better? Sure. Over? Definitely not. https://t.co/IVAi1uhrE2
#MaskUp #GetVaccinated https://t.co/6hrJMNdHjr",pedsmd2b
2022-09-19 16:34:00+00:00,1571900426840166400,"College Girl has once again tested negative for COVID! That was a long 10 days not being able to be there to care for my kiddo. 10/10 do not recommend.
Thank goodness for the vaccine, as I am only imagining how much sicker she would have been without it.
#GetVaccinated #BeWell",CheriAllan
2022-09-19 16:13:35+00:00,1571895288952135680,"@tedcruz It is literally #RepublicansLieAboutEverything, You #GOPDeathCult, have waged a war on women! Especially of childbearing age, and young girls.
#GetVaccinated",Rachel78601057
2022-09-19 15:53:41+00:00,1571890280873459714,"Just a reminder that despite proclamations from politicians, #CovidIsNotOver. My boss tested positive, round two after getting it last year. #GetVaccinated 💉",BetterWayForVA
2022-09-19 15:48:10+00:00,1571888890306248706,"@abc15 The pandemic may be 'Officially Over', but people are still dying from it. #GetVaccinated #WearAMask https://t.co/r0GkY0oio1",RealFriscoKid
2022-09-19 14:52:49+00:00,1571874962771955713,"Let's Plan Ahead &amp; Stop The Spread!

To schedule an appointment, contact us today at (601) 500-7660.

#COVID19 #Vaccinations #StaySafe #GetVaccinated https://t.co/Rdv3ZZc1bF",imrealuqly
2022-09-19 14:37:19+00:00,1571871061616066560,@SecBecerra &amp; @NYCHealthCommr join @SOMOSCare in Washington Heights to receive their new bivalent  #CovidVaccine #boosters and flu shots. Do your part to protect yourself and your community! #GetVaccinated #WeCanDoThis @HHSGov @HHSRegion2 https://t.co/MVe1LxYqNE,SaritaManhattan
2022-09-19 14:32:08+00:00,1571869756344664065,"Check out Dr. Siyab, MD | Heart doc's video! #TikTok https://t.co/kgILqzQqk3 THIS IS WHY WE LISTEN TO MEDICAL PROFESSIONALS!! #GetVaccinated @StephMillerShow",carlosalazraqui
2022-09-19 14:20:40+00:00,1571866872580112384,#VaccinesWork #GetVaccinated #GetBoosted #GetYourKidsVaccinated #COVIDisAirborne #CovidIsNotOver #MaskUpIndoors #WearAMask https://t.co/hKD3CEevQU,UnfollowTrumpy
2022-09-19 14:17:27+00:00,1571866059598336000,Honored to welcome @SecBecerra to @SOMOSCare in NYC together with @NYCHealthCommr as they receive their #CovidVaccine #boosters and remind us all that it’s time to #GetVaccinated https://t.co/MHVpZCiQL0,HHSRegion2
2022-09-19 14:14:01+00:00,1571865195647242245,#Hope #USA 68.2% #vaccinated 31.8% citing personal freedom yet RoeVsWade overturned #GetVaccinated #Moderna &amp; #Pfizer both have new bivalent #vaccines that target the original strain of #SARSCoV2 #coronavirus &amp; #Omicron sub-#variants (including the highly contagious #BA4 &amp; #BA5) https://t.co/bW4FMLRksK,Joeanthony_nyc
2022-09-19 14:03:10+00:00,1571862466459742210,Should you really be worried about the flu? https://t.co/op62turxdn via @aditikapss #bloggerbuddies #influenza #GetVaccinated,thatssurbhi
2022-09-19 13:52:36+00:00,1571859807350697984,"It's a word game. COVID is now #endemic rather than #pandemic. That doesn't mean it's over. 
It's like malaria: endemic in central Africa, but you still need to sleep under a mosquito net. #WearAMask #GetVaccinated, everyone. https://t.co/sBoSRLMWXQ",WHarpine
2022-09-19 13:45:49+00:00,1571858102084898816,"Here are yesterday's totals for 
9/19/22
New US cases of #COVID19 
+5,259
New Deaths reported 
+8
The new Booster has a lot more coverage of variants as well--As long as people get them
https://t.co/1gUu4zsYCG
#GetVaccinated 
#GetBoosted https://t.co/s0Tx0j8qfe",841920Meema6
2022-09-19 13:45:18+00:00,1571857971931648002,"#ICYMI: Missed #vaccines opens the path for preventable diseases, like #polio via @healthcaredive with #NFID President @InfectiousPS  https://t.co/idirvG40Th #GetVaccinated",NFIDvaccines
2022-09-19 13:45:12+00:00,1571857943846338560,"@CPTDoomDC Exactly &amp; here are yesterday's totals 
9/19/22
New US cases of #COVID19 
+5,259
New Deaths reported 
+8
The new Booster has a lot more coverage of variants as well--As long as people get them
https://t.co/1gUu4zsYCG
#GetVaccinated 
#GetBoosted",841920Meema6
2022-09-19 13:43:25+00:00,1571857497501097985,"Covid boosted and flu vax DONE 💪
It takes about 4 weeks for the flu vaccine to reach full potency. Don’t dally. #GetVaccinated",dawg4life99
2022-09-19 13:41:13+00:00,1571856941416062976,"@JuliaRaifman #COVID19 in the United States...

516 deaths per day.

3,612 deaths per week.

187,824 deaths per year.

4th leading cause of death.

#GetVaccinated 

#GetBoosted",BenWWeston
2022-09-19 13:40:34+00:00,1571856778283057159,"The #antivaxxers conundrum. 😂🤣😂

#GetVaccinated #WearAMask #COVID19 https://t.co/wi6KyZTMKJ",ThesisPi
2022-09-19 13:39:49+00:00,1571856591644921856,"#COVID19 in the United States...

516 deaths per day.

3,612 deaths per week.

187,824 deaths per year.

4th leading cause of death.

#GetVaccinated 

#GetBoosted",BenWWeston
2022-09-19 13:39:19+00:00,1571856465782099969,"Sorry @POTUS but #CovidIsNotOver - it is still killing hundreds every day &amp; we don't yet know what fall-winter will bring. 

Yes, we have the tools to manage it, but only IF everyone  can access those tools and IF they are used.  #WearAMask #GetVaccinated @PandemicAction https://t.co/AH10GR6T4T",creynoldsdc
2022-09-19 13:36:10+00:00,1571855672832151553,"""What doesn't kill you mutates and tries again.""
Welcome to the wonderful world of epidemiology. #vaccine #vaccines #vaccinated #getboosted #getvaccinated #ᴠaccinessavelives #booster #boostershot #vaccineswork #flu #influenza #sick #disease #virus #germs #epidemic #epidemiology https://t.co/dqDJJktCXx",ScienceNSnark
2022-09-19 12:55:56+00:00,1571845545408208898,"New bivalent booster is NOW AVAILABLE al most locations. Check our schedule and #GetVaccinated 
.
.
.
#Baltimorecity #COVID #PandemicIsNotOver https://t.co/abbYfiBEex",BMore_Healthy
2022-09-19 12:54:03+00:00,1571845070864715779,"Si estás experimentando síntomas de COVID-19 (Fiebre, tos, cansancio, pérdida del gusto o del olfato) no lo dudes y hazte la prueba! 
-
If you have symptoms of COVID-19 (fever, cough, tiredness, loss of taste or smell) don't hesitate and get tested! 

.
#GetTested #GetVaccinated https://t.co/pjsfs3vvKT",BMore_Healthy
2022-09-19 12:28:36+00:00,1571838668524126208,✍️Don’t Quit. Keep Going✍️ #strong #life #marrium #love #quote #Mondaymorning #september #Prayer #RIP #Queen #Elizabeth #GetVaccinated #sports #soccer #football #Cricket #Inspiration #family #Friends https://t.co/vwLjdRnRqr,MarriumWords
2022-09-19 12:25:42+00:00,1571837936982953986,"For more updates on missed out days.

Visit Us
- https://t.co/FSwVM3bCgh

#regulatorycompliance #statutorycompliance #HRIndia  #CBDT  #DGFT #ESIC #FSSAI #MakingCorporateIndiaComply  #getvaccinated #20yearsofCompliance #hrcommunity #hrcompliance #ComplianceNews",AparajithaCorp
2022-09-19 12:10:15+00:00,1571834052138700801,"@tribelaw I'm Bivalent Boosted as of Saturday. 
Flu vaccinated, too, for me and my wife (teacher.) 
Self-Advocate! 
#GetVaccinated 💉
#GetBivalentBoosted 💉
#WearAMask 😷",Peter_the_Gr8
2022-09-19 12:02:50+00:00,1571832182217351168,"Attention long-term care pros! You can make a difference in protecting your residents from catching a virus this fall. Act today by scheduling your flu shot and making sure you’re up to date on your COVID vaccines. Learn more: https://t.co/Q7fTStifrR
#GetVaccinated #GetBoosted https://t.co/0G2J6jvYwF",IHCATweet
2022-09-19 12:00:32+00:00,1571831605857030147,#MustReadThreadOfTheDay from @DrEricDing regarding #COVID and the fact that we are #StillInAPandemic #MaskUp #GetVaccinated #CovidIsNotOver https://t.co/Pzjk9TGn48,sommeronearth
2022-09-19 11:57:32+00:00,1571830848130793477,Declaring a pandemic over doesn’t make it so 🤦🏻‍♀️#CovidIsNotOver #GetVaccinated #WearAMask #COVIDisAirborne,mwalsh032
2022-09-19 11:45:39+00:00,1571827860687429632,"So @ScottPelley, when's your #60Minutes follow-up when @POTUS @JoeBiden declares the magical end to #cancer - or all diseases while he's at it? 
https://t.co/ZlvNutYxTd 

#COVIDNotDoneWithUs #ThePandemicISNTOver #COVID19 #SARSCoV2 #MaskUp #GetVaccinated #GetBoosted 😷💉🩹😷💉🩹",DonnaYoungDC
2022-09-19 11:42:15+00:00,1571827002625359873,"jolly mornin'🌦️⛈️🌤️

#TalkLikeAPirateDay 
#SocialDistance 
#WashYerAnds         
#GetVaccinated https://t.co/pF47dGnbKv",FABCOJim
2022-09-19 11:40:01+00:00,1571826441498533889,"This here, too.

https://t.co/ZlvNutYxTd  

#ThePandemicISNTOver #COVIDNotDoneWithUs #MaskUp #GetBoosted #GetVaccinated #COVID19 #SARSCoV2 #60Minutes  😷💉🩹😷💉🩹",DonnaYoungDC
2022-09-19 11:13:54+00:00,1571819870085341186,"@HuffPost I just had a sore arm, swollen  lymph nodes, and very mild “flu like” symptoms. I used it as an excuse to be extra lazy on a Saturday. #GetVaccinated",PlanetUnGirl
2022-09-19 11:08:28+00:00,1571818501098061824,"#COVIDNotDoneWithUs.
Still about 400 Americans dying DAILY.
#Immunocompromised &amp; unvaccinated STILL vulnerable.
ONLY @WHO can declare a #pandemic over.
What an incredibly selfish &amp; DUMB thing to say, @POTUS @JoeBiden.

#60Minutes #MaskUp #GetBoosted #GetVaccinated
💉😷🩹💉😷🩹 https://t.co/5Pc0rZJKup",DonnaYoungDC
2022-09-19 10:34:19+00:00,1571809909150187522,#COVID19 vaccination data from the @MOH_Kenya. #GetVaccinated to reduce the risks of infection and hospitalisation. @VaccinesKenya @gavi @WHOKenya @UNICEFKenya https://t.co/L4ahTAFYFt,Amref_Kenya
2022-09-19 10:31:48+00:00,1571809273117609986,"Please enjoy your Monday ... and stay safe.

#CoronavirusOutbreak #GetVaccinated",pghjoseph
2022-09-19 09:28:39+00:00,1571793383089135623,"This is my ""Outfit Of The Day.""

Please stay safe as we deal with the Coronavirus Outbreak.

I have owned my Back in the 'Burgh shirt for almost five years.

#OOTD #CoronavirusOutbreak #GetVaccinated https://t.co/LM9aJHPtcc",pghjoseph
2022-09-19 09:24:12+00:00,1571792264006975491,"Please stay safe as we deal with the Coronavirus Outbreak.

I have owned my Back in the 'Burgh shirt for almost five years.

#CoronavirusOutbreak #GetVaccinated https://t.co/AjhCH5DesS",pghjoseph
2022-09-19 08:15:03+00:00,1571774860132749312,"Pregnant &amp; breastfeeding mothers are also eligible for the #COVID19 vaccine in #Cameroon 🇨🇲.
Check which #COVID19 vaccination centers are close to you &amp; #GetVaccinated.
Always call 1510 for more information.
@pevcameroun 
@MinsanteCMR 
#EndCovid237 
#CmrfreeCovid19 https://t.co/4BiKkuTXac",nche_neh
2022-09-19 08:10:32+00:00,1571773725628071939,"Don't think twice, wear your mask to stay safe. Further, make sure to follow Covid appropriate behaviour like keeping your hands clean, maintaining physical distance, and getting fully vaccinated.
#GetVaccinated #StaySafeStayHealthy https://t.co/x0Jj1Pphkp",TexMinIndia
2022-09-19 08:00:07+00:00,1571771100144447488,"⚠️The Ministry of Public #Health is organizing a #Pfizer Marathon for people aged 12 years &amp; above

🗓 From 19-23 September 2022
📍 In the #Bekaa &amp; #Baalbeck - #Hermel Governorates
⌛️ From 9 AM till 2 PM

#Lebanon #VaccinesWork #COVID19 #Getvaccinated

@mophleb
@MinistryInfoLB https://t.co/ZN0xBIKCUy",UN_Lebanon
2022-09-19 07:36:42+00:00,1571765208921640961,@TheTweetOfJohn @UROCKlive1 Yup. A 9/11 every month. #GetVaccinated #CovidIsNotOver,Far_fromNormal1
2022-09-19 07:07:33+00:00,1571757873621008386,"Saying the pandemic is over does not make it over! Careless words Mr President, especially as the colder months start to set in! 

#CovidIsNotOver #WearAMask #GetVaccinated #CovidisAirborne https://t.co/PJKCdsLxdi",JR1991JR
2022-09-19 06:39:18+00:00,1571750763256500225,#CovidIsNotOver #GetVaccinated,realjobcelis
2022-09-19 06:07:52+00:00,1571742852228730881,"Day 914:

#COVID19 cases keep rising! #WearAMask #GetVaccinated #GetBoosted
 
Global:
Cases: 611,966,111
Deaths:6,525,444

US:
Cases: 95,658,236
Deaths: 1,053,419

Numbers for 9/18/22",NickOtaWang
2022-09-19 05:55:17+00:00,1571739687651512321,"As leaves start to fall and colder weather comes.
Remember where we were last year and the year before.
Now is a GREAT time to get your flu shot and a Covid booster.
I know I will be getting mine as soon as I can.
Be a Hero and fight Winter!
#CovidIsNotOver 
#GetVaccinated",TheDailyMink
2022-09-19 05:35:05+00:00,1571734602242457601,"While the cross country 75-day window free of charge #Covid_19 supporter dosages, which is planned to end in barely seven days. The drive, what began on July 15, is booked to end on September 27.
#GetVaccinated #vaccination  #Kashmiris #JammuAndKashmir https://t.co/rSg7xWDaiy",Ganidar2
2022-09-19 04:53:24+00:00,1571724114251116545,"Amazingly, both my husband &amp; I—who got the bivalent Pfizer &amp; our flu shots at the same time—had NO side effects (except a bit sore at the shot sites) &amp; we both had sides effects all the other times we got the vaccine. So have faith! #GetVaccinated  https://t.co/kK7gDH7db6",LorraineDWilke
2022-09-19 04:33:45+00:00,1571719167476379652,"This campaign has significantly increased the demand for the third shot of the vaccine, it is still likely to leave behind a considerable challenge for the government with nearly three-fourths of all eligible adults set to still remain without a precaution dose.
#GetVaccinated https://t.co/Pwd7Y0CD31",kashmirwatch06
2022-09-19 04:33:42+00:00,1571719157363920896,"While the nationwide 75-day window for free #Covid_19 booster doses, which is scheduled to end in a little over a week. The drive, which started on July 15, is scheduled to end on September 27. 
#GetVaccinated https://t.co/Qg8JD290sv",kashmirwatch06
2022-09-19 04:14:37+00:00,1571714352297742341,#GetVaccinated #getboosted,Olakisuke20
